REPORT_NUMBER,PREDICTED_MODE_RAW,confidence,primary_cause,cause_other_detail,infrastructure_type,speed_contributing,speed_contributing_detail,SOURCE_FILE,MODE
88805390,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,yes,Bicyclist was traveling too fast and was unable to take evasive action to avoid the collision.,multilabel_RegBike_cause,Bicycle
25963709,Bicyclist,0.95,hit_and_run,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87519412,Bicyclist,0.95,hit_and_run,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27565645,Bicyclist,0.95,driver_ran_stop_sign_or_red_light,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87633806,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88899971,Bicyclist,0.95,insufficient_information,,unknown,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88190333,Bicyclist,0.95,rear_end_following_too_close,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88409560,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85369803,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
83489803,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24042457,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
84745377,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24760631,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87525815,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,driveway_or_parking_lot,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
83210236,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27792461,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26879134,Bicyclist,0.95,distraction_inattention,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25545220,Bicyclist,0.95,obstructed_sightline,,driveway_or_parking_lot,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88607482,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24411052,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25803612,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89514682,Bicyclist,0.95,insufficient_information,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25727506,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,W1 advised V1 was traveling at a low rate of speed. No speed of B1 mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86713702,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85436646,Other,0.75,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
87051519,Bicyclist,0.95,hit_and_run,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26615386,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89269951,Bicyclist,0.95,rear_end_following_too_close,,shoulder,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26098291,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,bike_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89092177,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87814505,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25260146,Bicyclist,0.95,wrong_way_riding,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25162217,Bicyclist,0.95,driver_ran_stop_sign_or_red_light,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24327811,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87974813,Other,0.75,hit_and_run,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
27696166,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25446250,Bicyclist,0.95,distraction_inattention,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27743009,Bicyclist,0.95,driver_failed_to_yield_turning,,bike_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
90120932,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,unknown,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25700236,Bicyclist,0.95,insufficient_information,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88051002,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89476065,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89774552,Bicyclist,0.95,hit_and_run,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85667940,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87613776,Bicyclist,0.95,driver_ran_stop_sign_or_red_light,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25276588,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25549000,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27272801,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85721719,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,travel_lane,yes,Witness stated that the cyclist was 'riding pretty fast' and made no attempt to stop at the stop sign.,multilabel_RegBike_cause,Bicycle
85686468,Bicyclist,0.95,driver_ran_stop_sign_or_red_light,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25992031,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26469309,Other,0.75,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
84989383,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85101002,Bicyclist,0.95,sidewalk_driveway_conflict,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25302935,Other,0.75,insufficient_information,,unknown,unclear,,multilabel_RegBike_cause,Other
89859169,Bicyclist,0.95,wrong_way_riding,,shoulder,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27333351,Bicyclist,0.95,driver_failed_to_yield_turning,,bike_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
84799945,Other,0.75,sidewalk_driveway_conflict,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
84869633,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88492040,Other,0.75,driver_ran_stop_sign_or_red_light,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Other
26001249,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
84419171,Bicyclist,0.95,driver_failed_to_yield_turning,,bike_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86411499,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89057362,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27764809,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89350890,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
24946747,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85520822,Bicyclist,0.95,low_visibility_no_lights,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
84569289,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89437568,Bicyclist,0.95,driver_failed_to_yield_turning,,bike_lane,no,"The bicyclist's speed (20 mph) was within a reasonable range for a bicycle lane, and there is no indication that the driver's speed contributed to the crash.",multilabel_RegBike_cause,Bicycle
86262727,Bicyclist,0.95,obstructed_sightline,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26402616,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89854564,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27268066,Bicyclist,0.95,hit_and_run,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87224698,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87696821,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26858974,Bicyclist,0.95,hit_and_run,,driveway_or_parking_lot,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89408152,Bicyclist,0.95,driver_ran_stop_sign_or_red_light,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89203376,Bicyclist,0.95,driver_ran_stop_sign_or_red_light,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25258378,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89183562,Bicyclist,0.95,distraction_inattention,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86184110,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26152977,Bicyclist,0.95,obstructed_sightline,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89935332,Bicyclist,0.95,insufficient_information,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
27296690,Bicyclist,0.95,driver_failed_to_yield_turning,,bike_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89177128,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
83783328,Bicyclist,0.95,obstructed_sightline,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26372212,Bicyclist,0.95,non_motorist_ran_stop_sign_or_signal,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87789962,Bicyclist,0.95,driver_failed_to_yield_turning,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87192858,Bicyclist,0.95,obstructed_sightline,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85225691,Bicyclist,0.95,driver_failed_to_yield_turning,,shoulder,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25906453,Bicyclist,0.95,driver_failed_to_yield_turning,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25986165,Bicyclist,0.95,driver_failed_to_yield_turning,,bike_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
89502664,Bicyclist,0.95,wrong_way_riding,,travel_lane,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
85543449,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,travel_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
25114690,Bicyclist,0.95,driver_failed_to_yield_turning,,bike_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
86532921,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87824334,Bicyclist,0.95,driver_failed_to_yield_turning,,bike_lane,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88704092,Bicyclist,0.95,sidewalk_driveway_conflict,,sidewalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87738761,Bicyclist,0.95,driver_ran_stop_sign_or_red_light,,crosswalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
26086962,Bicyclist,0.95,obstructed_sightline,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
88402948,Bicyclist,0.95,non_motorist_failed_to_yield_entering_roadway,,sidewalk,unclear,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
87544812,Bicyclist,0.95,driver_failed_to_yield_turning,,crosswalk,no,No speed of either party mentioned in narrative.,multilabel_RegBike_cause,Bicycle
